dataset,model_key,prompt_strategy,model_condition,topology,minority_ratio,position_config,n,mean_srf,median_srf,std_srf
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,1,311,-0.3424261304699244,-0.1655212646503338,1.6403076725587082
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,2,346,-0.3969707420348615,-0.22332650673685192,1.6939293884912312
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.1,0,360,0.054451448270881046,0.005846577607313357,1.0691778760367747
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.2,0,292,0.005242560284930694,-0.00925889063432371,0.659790097190593
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.3,0,234,0.03209887610628184,-0.02076727762445661,1.2552374816358134
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.1,0,70,0.7069871226427964,0.5228276085892347,0.9072168820416584
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.2,0,50,0.13642968138665418,0.10902750473085658,0.7306422158956944
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.3,0,13,0.06760858927080772,0.2021899036732157,0.20267646585238872
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.1,0,285,0.03651476080676867,0.07020594427480528,0.6566400179151197
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.1,1,261,-1.2194748328547584,-0.25377524297600806,4.965942483306986
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.2,0,189,-0.425817031784247,-0.0032372943732770915,17.926687344504685
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.2,1,112,-0.8172099660601259,-0.022473461227578845,2.5263780691604576
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.3,0,194,0.20117087130656872,0.09106659093247235,0.7518619824628765
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.3,1,91,-0.7991180883924459,-0.040984891856422914,2.5978687798079996
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.1,0,1350,0.25632349145765204,-0.015297499330057765,12.161680895922215
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.1,1,1350,-0.1969927383727001,-0.09144323524292286,2.6657512463311117
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.1,2,1350,-0.07879026897746944,-0.08495031359724078,4.0166298860203735
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.2,0,1200,-0.05527552984564759,-0.02350348220649096,1.2541586482980107
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.2,1,1200,1.3408532183559274,-0.11703504152694696,56.8884478145922
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.2,2,1200,-0.24092967892175218,-0.13592073184623643,3.0520123007488467
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.3,0,1050,0.06616706567226935,-0.020570212171856832,3.455915461368013
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.3,1,1050,1.321904935993652,-0.14176141312582513,61.15764548221012
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.3,2,1050,-0.29114441547540415,-0.14462391279687528,6.399872776239005
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.1,0,1350,0.04991747545079885,0.09784928357697237,0.6690217497960852
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.2,0,1200,0.035918863212714286,0.09443840186883418,0.8855134603301354
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.3,0,1050,-0.04091423826136662,0.08964413483159003,3.0180247273809835
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.1,0,1350,0.2324023294088371,0.24889531766009565,0.2828424132378377
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.2,0,1200,0.23498711891143065,0.2513181805076147,0.30676585222677977
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.3,0,1050,0.23874774167809387,0.2517553571788101,0.27414243163869945
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.1,0,1350,0.017859659996309438,0.06974340429919385,0.4835540499106425
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.1,1,1350,-0.054638143103727776,-0.010305073855855804,0.6943038444291033
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.2,0,1200,0.029698002854829066,0.06738425766186333,0.47633669802578466
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.2,1,1200,-0.046767283667153464,0.03545361510321915,0.8411885274652234
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.3,0,1050,0.06132746185846881,0.09003843178893944,0.4021699390341006
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.3,1,1050,4.57552851187892,-0.03626828151494921,100.13958300681114
