dataset,model_key,prompt_strategy,model_condition,topology,minority_ratio,position_config,n_agents,ev_cr_0.5,ev_cr_1.0,mean_shift,std_shift
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.3,2,350,0.9428571428571428,0.8942857142857142,1.9269985688997189,0.6973564798378749
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.1,0,450,0.9533333333333334,0.9155555555555556,1.9291215793232688,0.7344738428091767
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.2,0,400,0.94,0.91,1.9153639020473168,0.7650917527915961
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.3,0,350,0.9342857142857143,0.9085714285714286,1.8882032203631174,0.7784083420230906
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,fc,0.1,0,450,0.9733333333333334,0.9311111111111111,1.9277001620873897,0.6055283096965758
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,fc,0.2,0,400,0.8975,0.855,1.734252999413186,0.845397459615682
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,fc,0.3,0,350,0.94,0.8571428571428571,1.7657188993729993,0.7349621782862628
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.1,0,450,0.8911111111111111,0.8177777777777778,1.6315542848316111,0.9019652204113807
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.1,1,450,1.0,0.9844444444444445,2.1978362622480168,0.48491642260843143
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.2,0,400,0.945,0.855,1.7954694608192392,0.7390011949700204
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.2,1,400,0.9975,0.9975,2.1195314294241507,0.4583643443885048
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.3,0,350,0.9171428571428571,0.8514285714285714,1.8157229342311902,0.7275256976324451
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.3,1,350,0.8342857142857143,0.7771428571428571,1.7739673771914723,0.990234824253366
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.1,0,418,0.9354066985645934,0.4880382775119617,1.0451898358379834,0.4736309585611469
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.1,1,426,0.9295774647887324,0.4295774647887324,0.9960988479732255,0.541010944120021
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.1,2,450,0.9377777777777778,0.3977777777777778,0.954109758424819,0.456477502469898
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.2,0,351,0.9458689458689459,0.5270655270655271,1.0793221620372313,0.5545885756726936
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.2,1,367,0.9073569482288828,0.45231607629427795,0.9794947756363148,0.7120164631125742
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.2,2,398,0.9371859296482412,0.39949748743718594,0.9479289150399287,0.4996707735411678
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,0,299,0.9498327759197325,0.5117056856187291,1.111790062627993,0.6791794776521096
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,1,318,0.9371069182389937,0.3742138364779874,0.9585026102219913,0.5123132878590771
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,2,347,0.9452449567723343,0.414985590778098,0.9632706747032802,0.3859969635011383
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.1,0,382,0.9319371727748691,0.5392670157068062,1.1140352466741483,0.795698394602576
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.2,0,323,0.9287925696594427,0.5170278637770898,1.0992468671777618,0.7460470968619386
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.3,0,260,0.9192307692307692,0.5769230769230769,1.1465777672798565,0.7844471077253371
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.1,0,82,0.9390243902439024,0.6341463414634146,1.0585511744088134,0.6578583396735814
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.2,0,52,0.8461538461538461,0.5769230769230769,0.9734379270927088,1.1090172877877038
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.3,0,21,1.0,0.7619047619047619,1.3489430531379423,0.38491703233196767
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.1,0,296,0.8986486486486487,0.5371621621621622,1.1230172727206813,0.653646366098106
