dataset,model_key,prompt_strategy,model_condition,topology,minority_ratio,position_config,n,mean_fdr,median_fdr,std_fdr,frac_asch
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.2,0,3200,0.3987297948247797,0.44999927877132884,6.62977972220731,0.45625
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.3,0,2800,0.4905758110823778,0.44002028162241924,6.191135696268629,0.44785714285714284
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.1,0,3600,0.5191422246460075,0.5131314943607697,2.7600556397737708,0.5172222222222222
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.2,0,3200,0.5386583250030537,0.49022595468461694,2.654589485447887,0.4878125
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.3,0,2800,0.3859217926833887,0.48505509186906515,4.3140630134909825,0.4828571428571429
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,star,0.1,0,3600,0.3885821406021488,0.3975406550304372,3.315453528561023,0.4191666666666667
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,star,0.1,1,3600,0.466268987758883,0.5157806532676262,8.387455195871278,0.5086111111111111
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,star,0.2,0,3200,1.046699958155555,0.40396341938528374,34.501611660620874,0.4278125
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,star,0.2,1,3200,0.5445665216867711,0.6054445229014039,20.206184164325467,0.555625
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,star,0.3,0,2800,0.7304269973926577,0.4124769615160143,15.399449829145958,0.4142857142857143
moral_stories,qwen-7b-instruct,rigid:rigid,model_induced,star,0.3,1,2800,0.17119158475738835,0.662276780521117,12.780567755139309,0.5817857142857142
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.1,0,450,1.2862108417152562,1.0206315240758705,10.642020649771856,0.8111111111111111
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.1,1,450,1.4220490667055643,1.0053856505904377,7.167413844773788,0.8444444444444444
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.1,2,450,1.0055140574417176,1.0,7.190304990208766,0.8422222222222222
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.2,0,400,0.8389696478870026,1.0264228644939648,33.20260635183243,0.805
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.2,1,400,0.5454227121913705,1.005556459535896,11.234112859244737,0.8275
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.2,2,400,1.211953073416722,1.0,7.518375550872902,0.8325
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.3,0,350,1.004222008549558,1.0950821226224097,23.06678791440062,0.8
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.3,1,350,1.4820281731396414,1.0027923411482789,7.3522709671743955,0.8485714285714285
synthetic,llama-8b-instruct,rigid:rigid,model_induced,chain,0.3,2,350,1.408148849378603,1.000000015667371,8.368033609621671,0.8428571428571429
synthetic,llama-8b-instruct,rigid:rigid,model_induced,circle,0.1,0,450,0.3425831001492193,1.0068158128730649,13.287567537922497,0.7266666666666667
synthetic,llama-8b-instruct,rigid:rigid,model_induced,circle,0.2,0,400,0.7798626647555672,0.9263652930059885,31.28904957085582,0.7075
synthetic,llama-8b-instruct,rigid:rigid,model_induced,circle,0.3,0,350,0.0735053754606043,1.0343257222586097,18.3942087437084,0.72
synthetic,llama-8b-instruct,rigid:rigid,model_induced,fc,0.1,0,450,1.041518627657231,-0.040492105000818526,17.28255859549505,0.35777777777777775
synthetic,llama-8b-instruct,rigid:rigid,model_induced,fc,0.2,0,400,0.2747567846998072,-0.17238906208879057,13.288299969420475,0.345
synthetic,llama-8b-instruct,rigid:rigid,model_induced,fc,0.3,0,350,0.3013807647668578,-0.3880031627779569,17.077845530567405,0.3142857142857143
synthetic,llama-8b-instruct,rigid:rigid,model_induced,star,0.1,0,450,0.41950031206022675,1.1851617001671977,4.227140947610044,0.6577777777777778
synthetic,llama-8b-instruct,rigid:rigid,model_induced,star,0.1,1,450,0.7701368839674395,1.1095892843789574,3.5545776941102756,0.7
synthetic,llama-8b-instruct,rigid:rigid,model_induced,star,0.2,0,400,1.3740223574200203,1.13640333930559,5.9067770414164595,0.705
synthetic,llama-8b-instruct,rigid:rigid,model_induced,star,0.2,1,400,-0.8105161994184263,1.070591423729132,10.924140068023991,0.78
synthetic,llama-8b-instruct,rigid:rigid,model_induced,star,0.3,0,350,17.71659013405822,1.1185435970599784,297.0031002585702,0.7142857142857143
synthetic,llama-8b-instruct,rigid:rigid,model_induced,star,0.3,1,350,0.8266280998430411,1.0636631581284628,1.7162582368360226,0.9
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.1,0,450,0.13666297252362072,0.6581947011720325,9.667180227301012,0.6177777777777778
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.1,1,447,0.4688585386408333,0.6939708708169597,3.7385901987365604,0.6308724832214765
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.1,2,447,1.2095265210067732,0.647805211841432,11.883260552419912,0.6085011185682326
