scenario_id,n_agents,mean_shift,std_shift,mean_ii
HB-STD-012,96,0.27948680206030657,0.8127516065275104,0.6403881861081154
HB-STD-031,96,0.1697407986630263,1.2508212208083094,0.8770665428263772
HB-STD-049,96,0.09824687563281335,0.3958942684613293,0.6659898875655275
DE-10,96,0.09776625455965783,0.24452209570443836,0.23477302084432786
HB-STD-048,96,0.09755336172096697,0.38350924974014255,1.1776244433200012
UB-10,96,0.06836666861722775,0.24894694096715525,1.9325676250142863
HB-STD-190,96,0.023454577851117233,0.8715699339440224,1.5668806076973116
HB-STD-186,96,0.003370964267658381,0.652268866721921,0.6513816788525363
HB-STD-200,96,-0.2825110447017353,0.555376293232484,1.737499383360971
HB-STD-111,96,-0.7684166894650778,1.8944493762884789,6.757811186426044
HB-STD-088,96,-3.2927296679536333,0.6037207963524146,1.0340151330195224
