dataset,model_key,prompt_strategy,model_condition,topology,minority_ratio,position_config,n,baseline_ev_mean,baseline_ev_std,final_ev_mean,final_ev_std,shadow_ev_mean,shadow_ev_std,shift_final,shift_shadow
synthetic,llama-8b-instruct,rigid:rigid,prompt_induced,star,0.2,1,400,5.324309376495028,0.7246357856721644,4.879935713600332,0.486819613457639,5.388946285838769,1.021590946211287,-0.44437366289469526,0.06463690934374178
synthetic,llama-8b-instruct,rigid:rigid,prompt_induced,star,0.3,0,350,5.324351741994858,0.7249915376792038,4.977479707586615,0.6226294687378678,5.5010558879261735,0.7895123244715487,-0.34687203440824277,0.1767041459313159
synthetic,llama-8b-instruct,rigid:rigid,prompt_induced,star,0.3,1,350,5.3243133149713175,0.725253297546054,4.73810529205958,0.5444445460349144,5.179095520044447,1.1149325866669653,-0.5862080229117375,-0.1452177949268707
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.1,0,450,3.850542296905447,0.3382992394386397,4.648914424591222,0.39797218275574586,5.792171300263007,0.6551223910168464,0.7983721276857754,1.9416290033575603
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.1,1,449,3.8514771831349712,0.33821382538801464,4.621320815008869,0.4293283131711162,5.812942496610075,0.6105424617411321,0.7698436318738979,1.961465313475104
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.1,2,449,3.8510310020208034,0.3388493945491192,4.649586687192608,0.45211976468192944,5.815369898818638,0.614889027343609,0.7985556851718045,1.9643388967978344
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.2,0,400,3.8509101768895047,0.33799799089256,4.667992121263188,0.40640454163688683,5.876053178748629,0.5702237451763918,0.8170819443736832,2.0251430018591243
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.2,1,399,3.8514539061817694,0.3382529944190928,4.612307416387567,0.4253587362042813,5.829722464959524,0.6046817441770577,0.7608535102057972,1.9782685587777542
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.2,2,399,3.851239846978299,0.33907941100023115,4.630954338433083,0.45960991978548216,5.770863410152659,0.6913416526318902,0.7797144914547842,1.9196235631743597
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.3,0,350,3.851621318465827,0.3381257918053351,4.673555294708254,0.4223815973755607,5.815965853967906,0.5957672220271673,0.8219339762424269,1.9643445355020797
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.3,1,349,3.8511696852153605,0.33907231646332675,4.615960816565499,0.44909541449281287,5.808055134982387,0.6188323345917002,0.7647911313501385,1.956885449767026
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.3,2,349,3.851223490523947,0.33867292538665394,4.614889976998282,0.4536893200046966,5.780179457594077,0.6855962527876459,0.7636664864743352,1.92895596707013
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.1,0,450,3.851786978812778,0.33830686624029405,4.93374327977765,0.6054412235015013,5.780908558136046,0.629731014581785,1.0819563009648716,1.9291215793232679
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.2,0,400,3.8508206804678013,0.3385249014587222,4.9060577789099735,0.5948448949613083,5.766184582515118,0.6438900029941549,1.0552370984421722,1.9153639020473165
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.3,0,350,3.851297306415398,0.3389532857278389,4.878983190634145,0.6354634311356688,5.7395005267785155,0.6910044749330487,1.0276858842187466,1.8882032203631174
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,fc,0.1,0,441,3.856154141429698,0.3387232635112042,5.099270855187577,0.8192717397878506,5.781008966013405,0.5871384084696925,1.2431167137578796,1.9248548245837074
